,time_spend_company,work_accident,promotion_last_5years,salary,grouped_dept_Tech,grouped_dept_admin,work_intensity,satisfaction_gap,overworking
10325,-0.27245954772055503,True,False,0.6291005479340567,False,False,0.33845909140603314,-0.6665812815362318,True
9619,-1.0333578343283476,False,False,0.6291005479340567,False,False,1.2402284118729765,-0.41519997372766354,True
10607,-0.27245954772055503,True,False,0.6291005479340567,True,False,-0.9240179572476878,-0.8820509739435762,False
9968,-0.27245954772055503,False,False,0.6291005479340567,True,False,0.19245834428281358,-0.16381866591909494,True
4967,-1.0333578343283476,False,False,0.6291005479340567,False,False,-0.9369003761115012,-0.020172204314199,False
7381,0.48843873888723754,False,False,2.2060166949157995,False,False,0.10657555185739052,-0.8461393585423518,True
4042,0.48843873888723754,False,False,0.6291005479340567,True,False,1.257404970358061,0.33894394969804187,True
779,0.48843873888723754,False,False,0.6291005479340567,False,False,-1.1154138946529166,2.529552489172709,True
11667,5.053828458533992,False,False,0.6291005479340567,False,True,0.5703426309546757,0.4107671805004896,True
11748,3.5320318853184074,True,False,0.6291005479340567,True,False,-0.24124975746557337,-1.7080181281717295,True
2869,-0.27245954772055503,True,False,0.6291005479340567,True,False,0.38140048761874445,-1.8516645897766255,True
11478,-0.27245954772055503,False,False,0.6291005479340567,True,False,-0.632016463001249,0.4466787959017141,False
8464,0.48843873888723754,False,False,-0.9478155990476865,False,True,1.0512862685370454,-1.456636820363161,True
9293,-1.0333578343283476,True,False,0.6291005479340567,True,False,-0.8853707006562472,-0.16381866591909533,False
8892,-0.27245954772055503,False,False,0.6291005479340567,True,False,-0.8080761874733664,0.9853530269200749,False
6759,2.0102353121028225,False,False,2.2060166949157995,True,False,-1.1404425941597542,0.9494414115188504,False
1150,-0.27245954772055503,False,False,-0.9478155990476865,False,False,0.38998876686128703,-0.19973028132031903,False
1326,0.48843873888723754,False,False,-0.9478155990476865,False,True,-0.5976633460310795,2.0986131043580203,True
1148,-0.27245954772055503,False,False,-0.9478155990476865,False,True,1.0856393855072148,0.3389439496980415,False
2242,-0.27245954772055503,False,False,-0.9478155990476865,False,True,-0.15107282541887904,-0.7024928969374559,True
5833,-0.27245954772055503,True,False,0.6291005479340567,False,True,2.245057083250428,-0.09199543511664718,True
5496,-0.27245954772055503,False,False,0.6291005479340567,False,False,1.5150533476343306,-0.6306696661350076,True
7024,1.24933702549503,False,False,0.6291005479340567,False,False,-1.6351274785301917,1.1289994885249708,False
548,1.24933702549503,False,False,-0.9478155990476865,False,False,0.5445777932270488,-0.41519997372766354,True
3622,0.48843873888723754,False,False,0.6291005479340567,True,False,0.9138738006563687,0.8776181807164023,True
3002,-0.27245954772055503,False,False,0.6291005479340567,False,False,-0.25413217632938684,0.4107671805004898,False
3824,0.48843873888723754,False,False,2.2060166949157995,False,False,-0.1639552442826925,-0.774316127739904,True
3197,-0.27245954772055503,False,False,2.2060166949157995,False,True,-0.769428930881926,-0.9179625893448,True
3538,0.48843873888723754,False,False,0.6291005479340567,False,True,-0.39154464421006385,0.3389439496980415,False
2558,-1.0333578343283476,False,False,0.6291005479340567,True,False,0.26116457822315226,0.4107671805004896,True
10028,-1.0333578343283476,False,False,-0.9478155990476865,False,True,-0.5461336705758255,-1.133432281752145,False
8811,-0.27245954772055503,False,False,2.2060166949157995,False,True,-1.3671731661628714,-0.774316127739904,False
5590,1.24933702549503,False,False,0.6291005479340567,False,False,-1.0871952628559916,-0.5947580507337835,True
1592,-0.27245954772055503,False,False,0.6291005479340567,True,False,1.034109710051961,0.26712071889559347,False
9004,-1.0333578343283476,False,False,0.6291005479340567,True,False,1.3690526005111114,-0.5588464353325597,False
11990,2.771133598710615,False,False,0.6291005479340567,False,True,-0.20260250087413295,-0.3074651275239913,True
6392,-0.27245954772055503,False,False,-0.9478155990476865,True,False,-0.5461336705758255,-0.23564189672154312,False
2453,-1.0333578343283476,False,False,0.6291005479340567,False,False,0.08081071412976357,-0.3792883583264395,True
11340,-0.27245954772055503,True,False,-0.9478155990476865,True,False,-1.143019077932517,-1.1334322817521445,False
7650,-1.0333578343283476,False,False,2.2060166949157995,False,False,-1.5629859328928362,-0.2715535121227672,False
11915,-0.27245954772055503,False,False,0.6291005479340567,False,False,1.1114042232348418,-0.12790705051787085,False
7953,-1.0333578343283476,False,False,2.2060166949157995,False,False,-0.3743680857249794,-1.528460051165609,False
2925,-0.27245954772055503,False,False,-0.9478155990476865,False,False,-0.6457577097893167,1.0930878731237468,True
8619,-0.27245954772055503,False,False,2.2060166949157995,False,True,-0.6148399045161642,0.2671207188955937,True
11899,-1.0333578343283476,False,False,0.6291005479340567,False,False,-0.9111355383838743,0.4107671805004896,False
10611,-0.27245954772055503,False,False,0.6291005479340567,False,False,-0.743664093154299,1.3085575655310908,False
5979,-1.0333578343283476,False,False,0.6291005479340567,False,False,-0.2283673386017599,0.1952974880931455,True
7704,-1.0333578343283476,False,False,-0.9478155990476865,True,False,-0.7178992554266721,-1.6002832819680572,True
6624,-0.27245954772055503,True,False,-0.9478155990476865,True,False,0.13234038958501748,-1.0975206663509205,True
4891,-1.0333578343283476,True,False,0.6291005479340567,False,False,0.5703426309546757,-0.9179625893448,True
10757,-0.27245954772055503,False,False,-0.9478155990476865,True,False,1.205875294902807,0.6262368729078341,True
6231,-1.0333578343283476,False,False,-0.9478155990476865,False,False,-0.4946039951205717,1.0212646423212985,False
800,2.0102353121028225,False,False,-0.9478155990476865,True,False,0.2998118348145927,-0.09199543511664718,True
4498,2.0102353121028225,True,False,0.6291005479340567,True,False,-1.091489402477263,-1.277078743357041,False
11728,2.771133598710615,False,True,0.6291005479340567,False,False,0.38998876686128703,-0.8102277431411277,True
4952,0.48843873888723754,False,False,-0.9478155990476865,False,True,-0.47313329701421597,-0.3074651275239913,True
1298,-0.27245954772055503,False,False,-0.9478155990476865,False,False,0.44151844231654097,-0.3074651275239913,False
6177,-1.0333578343283476,False,False,2.2060166949157995,True,False,0.3513415102698466,-0.8102277431411281,True
2228,-1.0333578343283476,False,False,-0.9478155990476865,False,False,0.07222243488722138,-1.0616090509496965,True
1663,-0.27245954772055503,True,False,0.6291005479340567,True,False,0.415753604588914,0.015739411087025285,False
4200,-1.0333578343283476,False,False,2.2060166949157995,False,False,-0.8080761874733664,-0.020172204314199,False
11984,0.48843873888723754,True,False,0.6291005479340567,False,False,-0.5246629724694699,0.015739411087025083,True
4799,-0.27245954772055503,False,False,-0.9478155990476865,False,True,2.14199773233992,1.0212646423212985,True
5741,1.24933702549503,False,False,0.6291005479340567,False,False,-0.48601571587802944,-1.0256974355484723,True
762,-0.27245954772055503,False,False,0.6291005479340567,False,False,0.44151844231654097,-0.09199543511664697,False
3432,1.24933702549503,False,False,-0.9478155990476865,True,False,0.45440086118035444,0.15938587269192142,True
1935,-0.27245954772055503,False,False,0.6291005479340567,False,False,0.6734019818651835,-0.09199543511664697,False
11310,-1.0333578343283476,False,False,-0.9478155990476865,True,False,-0.4293330728772501,-0.41519997372766354,True
8896,-0.27245954772055503,True,False,-0.9478155990476865,True,False,0.016398619810696183,0.6262368729078341,True
10415,-0.27245954772055503,False,False,-0.9478155990476865,True,False,-0.08666073109981164,-1.2052555125545927,True
8394,1.24933702549503,False,False,0.6291005479340567,True,False,-0.4602508781504025,0.9135297961176263,True
7525,0.48843873888723754,False,False,0.6291005479340567,True,False,-1.3877850363449729,-0.5229348199313354,False
9129,-1.0333578343283476,False,False,-0.9478155990476865,False,False,1.6524658155150078,0.37485556509926593,True
8647,0.48843873888723754,False,False,0.6291005479340567,False,False,-0.35719152723989467,-0.3074651275239913,False
8225,0.48843873888723754,False,False,0.6291005479340567,True,False,-0.2197790593592177,-1.8516645897766255,False
2789,-0.27245954772055503,False,False,-0.9478155990476865,True,False,0.29551769519332144,0.05165102648824917,True
3916,-0.27245954772055503,False,False,-0.9478155990476865,False,False,-0.2197790593592177,2.2781711813641405,False
10698,-0.27245954772055503,False,False,0.6291005479340567,False,False,-0.5839220992430119,-1.1334322817521445,True
10461,-0.27245954772055503,False,False,-0.9478155990476865,False,True,-0.06519003299345597,-1.5643716665668332,False
700,-0.27245954772055503,False,False,0.6291005479340567,False,False,0.7506964950480645,-0.0201722043141988,False
3865,-0.27245954772055503,False,False,-0.9478155990476865,False,False,0.5703426309546757,0.4825904113029378,True
5357,-0.27245954772055503,False,False,0.6291005479340567,False,False,-1.0373832432492465,0.733971719111506,True
8866,1.24933702549503,False,False,-0.9478155990476865,False,False,-0.2670145951932003,1.2367343347286428,True
5608,-1.0333578343283476,False,False,-0.9478155990476865,True,False,-0.1854259423890482,-0.37928835832643926,False
7248,-0.27245954772055503,False,False,0.6291005479340567,True,False,-0.3365796570577932,0.33894394969804187,True
11380,2.0102353121028225,False,False,-0.9478155990476865,False,False,-1.0013124704305685,1.0571762577225228,True
5013,-1.0333578343283476,False,False,2.2060166949157995,False,False,1.4463471136939923,-0.774316127739904,True
2614,-1.0333578343283476,False,False,-0.9478155990476865,False,False,-0.04801347450837121,-1.312990358758265,True
4653,-1.0333578343283476,False,False,0.6291005479340567,True,False,-0.5633102290609103,-0.3074651275239913,False
5880,-0.27245954772055503,False,False,-0.9478155990476865,False,True,-0.8312645414282308,0.15938587269192142,True
9670,2.0102353121028225,True,False,-0.9478155990476865,False,False,3.6878879959975372,0.6980601037102822,True
6060,0.48843873888723754,False,False,2.2060166949157995,False,True,-0.9755476327029416,-0.19973028132031903,False
6311,0.48843873888723754,False,False,-0.9478155990476865,False,False,-0.8827942168834847,-0.020172204314199,True
3350,-0.27245954772055503,False,False,0.6291005479340567,False,True,-0.6491930214863334,-0.5947580507337835,False
8413,0.48843873888723754,False,False,2.2060166949157995,False,False,-0.6148399045161642,0.015739411087025482,True
9130,-1.0333578343283476,False,False,-0.9478155990476865,False,False,-1.2641138152523637,1.0212646423212985,False
7937,-0.27245954772055503,True,False,-0.9478155990476865,False,False,0.38998876686128703,1.4881156425372113,True
9814,-1.0333578343283476,False,False,0.6291005479340567,True,False,0.14522280844883095,-1.7080181281717295,True
10175,0.48843873888723754,False,False,2.2060166949157995,False,False,-0.8724882817924338,1.2726459501298673,False
1877,-0.27245954772055503,False,False,-0.9478155990476865,True,False,0.5961074686823027,0.12347425729069735,False
9712,2.0102353121028225,False,False,2.2060166949157995,False,False,-1.0099007496731107,-0.8820509739435762,True
10299,-0.27245954772055503,False,False,-0.9478155990476865,True,False,0.38998876686128703,0.4825904113029378,True
7858,-1.0333578343283476,False,False,-0.9478155990476865,True,False,-0.09954314996362512,0.4466787959017137,False
8887,0.48843873888723754,True,False,2.2060166949157995,False,True,-0.4087212026951486,-1.9234878205790735,True
7903,-1.0333578343283476,True,False,0.6291005479340567,True,False,2.8891780264411016,0.59032525750661,True
5255,-1.0333578343283476,False,False,-0.9478155990476865,False,True,0.12375211034247528,-1.7798413589741777,True
2593,0.48843873888723754,False,False,-0.9478155990476865,True,False,1.4635236721790765,0.8776181807164027,True
4415,-1.0333578343283476,False,False,-0.9478155990476865,True,False,-0.7178992554266721,-0.6665812815362318,True
9256,-0.27245954772055503,False,False,-0.9478155990476865,False,False,0.9052855214138261,-0.2715535121227672,False
6694,-1.0333578343283476,True,False,-0.9478155990476865,False,False,0.9997565930817914,-1.2411671279558167,True
652,0.48843873888723754,False,False,0.6291005479340567,True,False,-0.44307431966531774,2.1345247197592445,True
2692,-0.27245954772055503,False,False,-0.9478155990476865,False,False,-0.9111355383838743,-0.9179625893448005,False
11416,-0.27245954772055503,False,False,-0.9478155990476865,False,True,-1.5526799978017853,-0.2715535121227672,False
7052,0.48843873888723754,True,False,-0.9478155990476865,False,True,0.020692759431967463,-0.6665812815362318,False
3068,-0.27245954772055503,False,False,0.6291005479340567,False,False,0.20963490276789834,0.6621484883090583,True
7657,0.48843873888723754,False,False,-0.9478155990476865,False,False,0.0035162009468827043,-0.2715535121227672,False
1918,-0.27245954772055503,False,False,-0.9478155990476865,False,False,0.8279910082309453,0.1952974880931455,False
4807,-0.27245954772055503,False,False,-0.9478155990476865,True,False,-0.5761926479247238,-0.12790705051787127,True
5747,-1.0333578343283476,False,False,0.6291005479340567,False,False,0.9482269176265375,0.4466787959017141,True
2245,2.0102353121028225,False,False,0.6291005479340567,False,True,-1.284725685434465,0.4825904113029378,True
1975,-0.27245954772055503,False,False,0.6291005479340567,False,True,0.6218723064099296,-0.0201722043141988,False
3145,-0.27245954772055503,False,False,0.6291005479340567,False,False,-0.9858535677939926,-0.6665812815362318,True
3233,-0.27245954772055503,False,False,2.2060166949157995,False,False,-1.0270773081581956,0.7698833345127305,False
9275,-1.0333578343283476,False,False,-0.9478155990476865,True,False,-1.4702325170733792,-1.8516645897766255,False
8433,-1.0333578343283476,False,False,-0.9478155990476865,True,False,0.22251732163171184,-0.34337674292521536,True
76,0.48843873888723754,False,False,0.6291005479340567,False,True,-0.40013292345260637,2.3140827967653643,True
10916,-1.0333578343283476,False,False,-0.9478155990476865,False,False,0.04216345753832314,-0.3074651275239913,True
7227,2.0102353121028225,False,False,0.6291005479340567,False,False,-1.632550994757429,-0.2715535121227672,False
11179,0.48843873888723754,True,True,0.6291005479340567,True,False,-1.0700187043709073,0.59032525750661,True
7684,1.24933702549503,False,False,0.6291005479340567,False,False,-0.7823113497457395,0.5185020267041621,False
1967,-0.27245954772055503,True,False,-0.9478155990476865,True,False,0.7506964950480645,-0.09199543511664697,False
3801,-0.27245954772055503,True,False,0.6291005479340567,True,False,1.6267009777873809,0.05165102648824917,True
7275,-1.0333578343283476,False,False,-0.9478155990476865,False,False,-0.4087212026951486,0.05165102648824917,False
1896,-0.27245954772055503,False,False,0.6291005479340567,True,False,0.33845909140603314,0.05165102648824917,False
5861,1.24933702549503,False,False,0.6291005479340567,True,False,-1.5595506211958192,1.8472317965494518,False
11776,-0.27245954772055503,True,False,-0.9478155990476865,False,False,0.1409286688275597,-1.0256974355484723,True
9146,-1.0333578343283476,False,False,-0.9478155990476865,True,False,0.0035162009468827043,-1.0256974355484727,False
4079,-0.27245954772055503,False,False,0.6291005479340567,False,True,0.7421082158055219,0.08756264188947326,True
222,-0.27245954772055503,False,False,-0.9478155990476865,False,True,1.008344872324334,0.1952974880931455,False
2159,-1.0333578343283476,False,False,-0.9478155990476865,False,False,-0.6663695799714181,-0.8820509739435762,False
7274,-0.27245954772055503,True,False,-0.9478155990476865,False,False,0.49304811777179486,-0.0201722043141986,True
11060,-1.0333578343283476,False,False,0.6291005479340567,False,False,-0.7050168365628586,-0.09199543511664678,False
8944,-0.27245954772055503,False,False,-0.9478155990476865,False,False,-0.17683766314650598,-0.3792883583264395,True
11519,5.053828458533992,False,False,0.6291005479340567,True,False,-0.030836916023286448,0.37485556509926576,False
1480,0.48843873888723754,False,False,0.6291005479340567,False,True,-0.6062516252736221,2.7091105661788295,True
1324,1.24933702549503,True,False,0.6291005479340567,False,False,0.33845909140603314,-0.09199543511664718,True
2521,-0.27245954772055503,False,False,0.6291005479340567,True,False,0.5188129554994219,0.2671207188955933,True
3249,2.0102353121028225,False,False,0.6291005479340567,True,False,-1.3259494257986684,1.811320181148228,False
6575,-1.0333578343283476,False,False,-0.9478155990476865,False,False,-0.8003467361550783,-0.6665812815362318,True
844,-0.27245954772055503,False,False,0.6291005479340567,False,False,0.9825800345967071,-0.020172204314199,False
6308,0.48843873888723754,False,False,-0.9478155990476865,False,False,-1.1713603994329063,0.4466787959017137,False
938,0.48843873888723754,False,False,-0.9478155990476865,False,False,-0.8209586063371799,2.529552489172709,True
2861,-0.27245954772055503,True,False,-0.9478155990476865,True,False,-1.0786069836134495,-0.3792883583264395,False
11263,5.053828458533992,False,False,0.6291005479340567,True,False,-0.743664093154299,-0.3074651275239913,False
1173,0.48843873888723754,False,False,-0.9478155990476865,False,True,-0.5976633460310795,2.565464104573933,True
2430,-0.27245954772055503,True,False,-0.9478155990476865,False,True,0.5016363970143374,-1.7439297435729537,True
10358,0.48843873888723754,False,False,0.6291005479340567,False,False,-0.6663695799714181,-0.8102277431411281,False
2663,-0.27245954772055503,True,False,-0.9478155990476865,False,True,-0.5736161641519613,1.1289994885249703,True
10544,-0.27245954772055503,False,False,0.6291005479340567,False,False,-0.3829563649675216,0.30303233429681775,True
7452,2.0102353121028225,False,False,0.6291005479340567,False,False,-0.7866054893670107,-0.9538742047460241,False
677,2.0102353121028225,False,False,-0.9478155990476865,False,True,-0.5014746185146055,0.2671207188955937,True
1418,0.48843873888723754,False,False,-0.9478155990476865,True,False,-0.7547061664661392,2.7450221815800533,True
239,0.48843873888723754,False,False,-0.9478155990476865,False,False,-1.0638842191976627,2.8168454123825013,True
10674,-0.27245954772055503,False,False,2.2060166949157995,False,True,0.8623441252011148,-0.056083819715422686,True
2452,-1.0333578343283476,False,False,-0.9478155990476865,False,False,2.0647032191570394,-0.3433767429252152,True
4065,-0.27245954772055503,False,False,-0.9478155990476865,False,False,-0.3881093325130471,-1.3129903587582645,True
824,-0.27245954772055503,False,False,-0.9478155990476865,True,False,0.6218723064099296,0.37485556509926593,False
10619,-0.27245954772055503,False,False,0.6291005479340567,False,False,-1.6196685758936156,1.5958504887408835,False
7760,-1.0333578343283476,False,False,0.6291005479340567,False,False,-0.8467234440648068,-1.6721065127705055,False
10617,-0.27245954772055503,False,False,0.6291005479340567,False,False,-0.5504278101970969,-0.6665812815362318,True
8300,-0.27245954772055503,False,False,0.6291005479340567,False,False,2.0131735437017855,-0.41519997372766354,True
11480,-1.0333578343283476,False,False,0.6291005479340567,True,False,1.4463471136939923,-0.34337674292521536,True
10364,1.24933702549503,False,False,0.6291005479340567,False,True,-0.022248636780744253,1.0930878731237468,True
7450,-1.0333578343283476,False,False,0.6291005479340567,False,False,-0.6921344176990452,-0.3792883583264395,False
7764,-1.0333578343283476,True,False,2.2060166949157995,False,False,-1.9133877259885625,1.3085575655310908,False
8510,-0.27245954772055503,False,False,-0.9478155990476865,True,False,0.02928103867450966,0.5185020267041619,True
1279,2.0102353121028225,False,False,0.6291005479340567,True,False,-0.13046095523677753,-0.34337674292521536,True
5685,0.48843873888723754,False,False,-0.9478155990476865,True,False,0.8795206836861992,0.2671207188955933,True
9465,-0.27245954772055503,False,False,0.6291005479340567,False,False,-0.6148399045161642,-0.9538742047460241,False
6853,-1.0333578343283476,False,False,-0.9478155990476865,False,True,-0.6792519988352316,-0.2356418967215435,True
5485,-1.0333578343283476,False,False,-0.9478155990476865,False,True,0.6218723064099296,0.4466787959017137,True
1352,1.24933702549503,False,False,0.6291005479340567,False,False,-0.37780339742199615,0.6262368729078341,True
303,-0.27245954772055503,False,False,0.6291005479340567,True,False,0.33845909140603314,0.33894394969804187,False
10300,-0.27245954772055503,False,False,2.2060166949157995,True,False,-0.20260250087413295,-0.3074651275239913,True
1704,-0.27245954772055503,False,False,0.6291005479340567,False,False,0.6734019818651835,0.08756264188947326,False
448,-0.27245954772055503,False,False,-0.9478155990476865,False,True,1.1629338986900957,0.12347425729069735,False
3487,2.0102353121028225,True,False,-0.9478155990476865,False,False,3.9455363732738067,0.8417065653151784,True
8287,1.24933702549503,False,False,0.6291005479340567,True,False,-0.8982531195200607,-1.3848135895607128,False
4480,-1.0333578343283476,False,False,-0.9478155990476865,False,False,-0.7488170606998245,0.9494414115188504,True
1106,-0.27245954772055503,False,False,-0.9478155990476865,True,False,0.6476371441375566,0.15938587269192123,False
4758,-1.0333578343283476,False,False,2.2060166949157995,False,False,-0.9343238923387387,-1.708018128171729,True
873,1.24933702549503,False,False,-0.9478155990476865,True,False,-0.6663695799714181,0.4825904113029378,True
10333,-0.27245954772055503,False,False,0.6291005479340567,False,True,-1.4083969065270745,-0.2715535121227672,False
10776,-1.0333578343283476,False,True,0.6291005479340567,False,False,-0.2927794329208273,0.05165102648824917,True
6685,-0.27245954772055503,False,False,0.6291005479340567,False,False,-1.143019077932517,-0.19973028132031903,False
8707,-1.0333578343283476,False,False,-0.9478155990476865,False,True,-0.13819040655506556,-0.2715535121227676,True
5010,-1.0333578343283476,False,False,0.6291005479340567,False,False,1.4291705552089078,-0.5947580507337835,True
3811,-0.27245954772055503,False,False,0.6291005479340567,True,False,-0.11671970844870988,-1.528460051165609,False
6910,-0.27245954772055503,False,False,0.6291005479340567,True,False,-0.7866054893670107,0.12347425729069735,False
6435,-0.27245954772055503,False,False,0.6291005479340567,False,False,0.5359895139845062,-1.492548435764385,True
1006,-0.27245954772055503,False,False,0.6291005479340567,False,False,0.9568151968690801,-0.05608381971542309,False
10683,-1.0333578343283476,False,False,-0.9478155990476865,True,False,-1.143019077932517,-1.2052555125545927,False
5067,-1.0333578343283476,False,False,-0.9478155990476865,False,True,-1.4496206468912776,-1.277078743357041,False
4602,1.24933702549503,True,False,-0.9478155990476865,False,False,1.2230518533878922,-1.4207252049619368,True
998,-0.27245954772055503,False,False,0.6291005479340567,False,False,1.059874547779588,0.015739411087025285,False
3430,0.48843873888723754,True,False,0.6291005479340567,True,False,1.4119939967238226,-0.4511115891288876,True
336,1.24933702549503,False,False,0.6291005479340567,False,True,-0.19229656578308202,0.05165102648824917,True
1091,-0.27245954772055503,False,False,0.6291005479340567,False,False,1.1114042232348418,-0.23564189672154312,False
10546,1.24933702549503,False,False,0.6291005479340567,False,False,-0.5031922743631142,1.416292411734763,True
6320,-1.0333578343283476,False,False,0.6291005479340567,True,False,2.8891780264411016,0.30303233429681775,True
2325,-0.27245954772055503,False,False,0.6291005479340567,True,False,-0.8106526712461289,-0.41519997372766315,True
11876,1.24933702549503,False,False,0.6291005479340567,True,False,-1.1507485292508048,-0.05608381971542309,False
10598,-0.27245954772055503,False,False,0.6291005479340567,False,True,0.4801656989079814,1.344469180932315,True
10277,-0.27245954772055503,True,False,0.6291005479340567,False,False,-0.7075933203356212,-0.41519997372766354,True
1973,-0.27245954772055503,False,False,0.6291005479340567,True,False,1.2144635741453496,0.1952974880931455,False
7078,-0.27245954772055503,True,False,0.6291005479340567,False,False,0.5445777932270488,-0.4511115891288872,True
879,1.24933702549503,False,False,0.6291005479340567,True,False,-0.22321437105623443,0.2312091034943696,True
6172,0.48843873888723754,True,False,0.6291005479340567,False,True,1.6524658155150078,0.5185020267041619,True
4047,0.48843873888723754,True,False,0.6291005479340567,False,True,0.8623441252011148,0.1952974880931455,True
9429,-0.27245954772055503,False,False,-0.9478155990476865,True,False,-0.47055681324145343,-0.9179625893448,True
3467,-0.27245954772055503,False,False,0.6291005479340567,False,True,0.5531660724695914,-1.3848135895607128,True
5663,-0.27245954772055503,False,False,0.6291005479340567,False,False,-0.4911686834235549,0.9494414115188504,True
4900,-0.27245954772055503,False,False,-0.9478155990476865,False,False,-0.5323924237877579,-0.16381866591909494,True
10557,1.24933702549503,False,False,0.6291005479340567,False,False,-1.8927758558064616,-0.5229348199313358,False
6349,-0.27245954772055503,True,False,-0.9478155990476865,False,False,-1.4393147118002267,1.3803807963335395,False
5000,-1.0333578343283476,False,False,-0.9478155990476865,True,False,-1.336255360889719,2.0267898735555723,True
3739,0.48843873888723754,False,False,0.6291005479340567,False,False,-0.4087212026951486,-0.34337674292521536,False
6548,-1.0333578343283476,False,False,-0.9478155990476865,True,False,1.6524658155150078,1.0930878731237468,True
9974,-0.27245954772055503,False,False,0.6291005479340567,False,False,0.8108144497458609,-0.16381866591909494,True
854,1.24933702549503,False,False,0.6291005479340567,False,False,-0.22321437105623443,0.08756264188947326,True
8939,-0.27245954772055503,False,False,2.2060166949157995,False,False,0.4672832800441679,-1.0616090509496967,True
6107,-1.0333578343283476,False,False,-0.9478155990476865,False,False,0.9825800345967071,0.7698833345127305,True
5603,-1.0333578343283476,True,False,0.6291005479340567,False,True,-0.42589776118023337,-0.41519997372766354,False
173,0.48843873888723754,False,False,-0.9478155990476865,False,False,-0.4946039951205717,2.493640873771485,True
1327,-0.27245954772055503,False,False,-0.9478155990476865,False,True,1.1114042232348418,-0.12790705051787105,False
1491,-0.27245954772055503,False,False,-0.9478155990476865,True,False,0.49304811777179486,0.30303233429681775,False
6036,0.48843873888723754,False,False,-0.9478155990476865,False,False,-0.2369556178443021,-2.103045897585194,False
6410,-1.0333578343283476,True,False,0.6291005479340567,False,False,-0.04801347450837121,-1.5643716665668332,False
3308,2.0102353121028225,False,False,0.6291005479340567,False,False,-1.0614304251283646,0.8417065653151784,True
3600,2.0102353121028225,False,False,-0.9478155990476865,False,False,-1.1129601005836185,-1.277078743357041,False
3396,-1.0333578343283476,False,False,-0.9478155990476865,True,False,0.8966972421712835,0.8776181807164027,True
10245,-0.27245954772055503,False,False,2.2060166949157995,False,False,-0.6534871611076046,-1.1334322817521445,True
9868,0.48843873888723754,False,False,0.6291005479340567,False,False,1.5494064646045,0.7339717191115064,True
4623,2.0102353121028225,False,False,0.6291005479340567,True,False,-0.9154296780051455,1.8472317965494518,True
