,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,debtToIncome,loanToIncome,debtToCredit,debtToFico,Probability_of_Default,Prediction,Actual
9471,1,4323.694371,12276.62701,107844.1103,5,650,0.11383678696823557,0.04009207697084594,8.145559844617288e-05,18.887118476923078,9.0790534e-05,0,0
8908,0,3123.413106,2571.803863,57388.5372,5,580,0.04481389469881801,0.05442573131137415,0.0,4.434144591379311,6.979632e-05,0,0
7390,5,6007.450551,25102.32559,75834.14284,2,586,0.33101614457438494,0.07921828250468822,0.00019918473219038507,42.836733088737205,0.99980587,1,1
5369,0,2186.597616,2290.223803,48158.3522,7,618,0.04755610809707064,0.04540432793296445,0.0,3.7058637588996763,5.473372e-05,0,0
3132,1,3658.697821,6782.372549,63720.78118,6,605,0.10643894226345076,0.057417654856817,0.0001474410308156017,11.210533138842974,6.2831714e-05,0,0
679,0,3953.695422,3925.00969,64051.19706,3,567,0.061279255816612525,0.061727112114647494,0.0,6.922415679012345,0.0001144347,0,0
662,0,5440.302728,3620.716047,91784.42275,6,529,0.039448045087803314,0.059272614731348844,0.0,6.844453775047259,0.000114423456,0,0
5797,0,3174.465343,600.7746236,60077.46236,3,698,0.01,0.05283953779501815,0.0,0.860708629799427,9.5898184e-05,0,0
3120,0,3973.675982,2938.72038,69775.19766,5,654,0.04211697678478493,0.05694969151306307,0.0,4.493456238532111,5.4966273e-05,0,0
8504,1,6247.360108,8031.636756,92070.2867,5,687,0.08723375416620702,0.06785424844343403,0.0001245076228395108,11.69088319650655,6.868862e-05,0,0
2955,0,3284.222065,1807.951826,58733.76408,4,663,0.03078215493795745,0.05591710520249701,0.0,2.72692583107089,6.391965e-05,0,0
25,1,3079.55134,4606.951938,54592.43358,7,605,0.08438810355008175,0.05640985642245114,0.00021706325862694511,7.614796591735537,7.2502604e-05,0,0
6998,5,3701.899282,20866.77471,63370.52999,5,589,0.32928199769345184,0.05841673223474961,0.00023961537273912512,35.42746130730051,0.99972075,1,1
4875,5,7023.595339,29495.48252,104899.3316,3,672,0.2811789367016329,0.0669555776178082,0.00016951748446934712,43.89208708333334,0.9996216,1,1
529,1,4337.311569,9675.510153,86091.09183,4,666,0.11238689099338837,0.05038049206722438,0.00010335372338893561,14.527793022522522,6.75284e-05,0,0
8226,2,6018.861583,11529.46502,88866.41751,6,665,0.12973927995581241,0.06772931498361241,0.00017346858648954034,17.337541383458646,0.00011479482,0,0
5880,0,2879.131493,1093.05711,66024.89836,5,602,0.01655522593976773,0.04360675388399037,0.0,1.8157094850498339,5.997291e-05,0,0
7692,0,3927.858094,5275.262369,63090.09657,6,708,0.08361474551155533,0.06225791855686805,0.0,7.4509355494350284,5.8128728e-05,0,0
6847,1,3413.759675,4891.745807,52541.36332,6,709,0.09310275748284486,0.06497280350737576,0.00020442599420620304,6.899500433004231,7.516817e-05,0,0
1988,0,2765.161787,2275.062535,64236.27339,5,668,0.03541710026027399,0.04304673420594893,0.0,3.405782238023952,5.4966273e-05,0,0
2709,2,4312.681162,9750.232023,79582.26383,6,706,0.12251765096589866,0.05419148632429649,0.00020512332376113342,13.810526944759207,6.752956e-05,0,0
8874,0,4238.207094,939.7600505,54337.51329,2,560,0.017294866724660157,0.07799781104042497,0.0,1.6781429473214287,0.00024892142,0,0
8074,3,5154.715069,17524.26925,92354.63755,5,631,0.18974974852250936,0.05581436087829679,0.00017119116108079655,27.7722175118859,0.0024510697,0,0
5555,5,1611.483787,7700.811384,27939.19084,2,547,0.27562757375832436,0.05767825547377234,0.0006492822315306301,14.078265784277878,0.9995788,1,1
6516,0,8137.78578,7381.518138,98238.31786,4,701,0.07513888978147452,0.08283718570585875,0.0,10.529983078459344,8.1026104e-05,0,0
4238,0,3213.847249,4874.284626,60473.61268,4,659,0.08060184285322244,0.053144621374057455,0.0,7.39648653414264,6.391965e-05,0,0
4747,1,4130.264828,8578.760879,71635.78375,6,576,0.11975524563169171,0.05765644782241948,0.00011656695111387311,14.893682081597222,6.637904e-05,0,0
6553,4,3166.194396,9842.849292,52602.19261,5,539,0.18711861243078326,0.060191300759544514,0.0004063863909052322,18.261315940630798,0.95483595,1,1
8501,4,3743.193167,19444.13833,87943.17233,6,667,0.22109889619443526,0.042563772352377224,0.00020571752433114887,29.15163167916042,0.9441921,1,1
6687,0,4735.745719,4688.827906,71313.50616,2,590,0.06574950747029713,0.06640741668730762,0.0,7.947165942372882,0.00023244646,0,0
3820,5,4141.358322,19931.94559,70036.44562,2,648,0.28459390555234176,0.05913147483911392,0.0002508535846349358,30.759175293209875,0.99980026,1,1
3750,0,3146.28354,4065.92443,62543.94454,4,628,0.06500908217260964,0.050305166441617595,0.0,6.474401958598726,6.974176e-05,0,0
9278,0,4884.849358,5967.422699,85083.6269,4,669,0.07013596994417735,0.057412331090930496,0.0,8.919914348281017,6.75284e-05,0,0
8784,0,4566.084841,3815.633014,86140.45681,6,585,0.044295481534491296,0.05300743704054661,0.0,6.522449596581197,6.637904e-05,0,0
3021,3,3619.541694,10979.86816,56569.21149,4,628,0.19409618537711032,0.06398430521945392,0.00027322732443446754,17.48386649681529,0.015424046,0,0
6395,1,3485.439774,6474.291557,81671.94068,7,597,0.07927192011228207,0.042676098363529175,0.00015445705390249235,10.844709475711893,5.473372e-05,0,0
6272,2,2933.146038,7275.636783,40116.05793,3,662,0.1813646992856459,0.07311650718817275,0.0002748900281378986,10.990387889728096,0.0068914327,0,0
3295,1,3398.327072,5986.178082,54589.27245,5,628,0.10965850639396094,0.06225265367133502,0.00016705149534507283,9.532130703821657,6.3209e-05,0,0
2288,0,6640.650541,6017.327464,91246.22548,5,574,0.06594604250582312,0.07277726290667821,0.0,10.483148891986062,8.5449276e-05,0,0
2199,1,2364.481402,4334.937366,45499.79714,6,679,0.09527377347775137,0.05196685591200857,0.0002306838405194157,6.384296562592048,6.415935e-05,0,0
3420,0,2743.864028,2036.025344,35474.64072,4,737,0.057393825636467215,0.07734719710503103,0.0,2.7625852700135685,9.282548e-05,0,0
2010,1,3945.209534,6119.64279,62998.37978,3,750,0.09713968535969862,0.06262398410526233,0.0001634082305643856,8.15952372,0.000102526516,0,0
6647,2,3517.139216,8670.315508,78014.70128,8,727,0.11113694426492329,0.045083031253003863,0.00023067211316065987,11.926156132049519,5.575669e-05,0,0
115,1,5466.033694,9941.901446,86554.77009,6,632,0.11486254813758237,0.06315115490823205,0.00010058438070740859,15.73085671835443,0.0001252503,0,0
751,0,5867.845011,5946.255478,97867.66959,4,695,0.06075811861987548,0.05995692996044906,0.0,8.555763277697842,7.578766e-05,0,0
3268,0,6078.160129,2554.751912,85917.0978,6,604,0.029735081577674054,0.07074447676467023,0.0,4.229721708609272,7.6922865e-05,0,0
2016,0,3041.010511,4345.61684,57723.91637,2,585,0.0752827790156401,0.052681985253870606,0.0,7.4284048547008545,0.00022773845,0,0
5913,1,5556.776058,9193.687316,115135.1662,7,686,0.07985125326548578,0.048263065416064,0.00010877028613532194,13.401876553935859,5.827065e-05,0,0
1175,2,4434.809729,8086.037857,76200.39173,7,713,0.106115436855642,0.05819930355100813,0.00024733992535894703,11.340866559607294,5.89046e-05,0,0
9515,4,3987.252438,13425.43828,61020.99853,7,612,0.22001341510987563,0.06534230074979404,0.00029794185609261165,21.936990653594773,0.20110264,0,0
4986,0,4250.935353,5048.558396,75412.8451,2,565,0.06694560309063316,0.05636884999316913,0.0,8.935501585840708,0.00022773845,0,0
7498,2,1680.91359,3904.529497,25762.97358,5,668,0.1515558553392733,0.06524532522538107,0.0005122256091384831,5.845104037425149,0.000298144,0,0
7375,2,4030.40983,7980.236077,62191.11197,6,769,0.12831795129904638,0.06480684622497514,0.0002506191522033089,10.37742012613784,8.274124e-05,0,0
9119,1,3062.63652,6333.098228,73973.21633,8,613,0.08561339552612637,0.0414019650887877,0.00015790059841149838,10.331318479608482,5.473372e-05,0,0
3534,3,6905.866619,15241.37741,95225.41367,5,521,0.1600557752662373,0.07252125617360944,0.00019683260372725068,29.254083320537426,0.04834492,0,0
2355,0,3088.695077,2752.474577,40311.3029,5,644,0.06828046674224464,0.076621067908971,0.0,4.274028846273292,6.9231144e-05,0,0
3864,0,4694.530868,3311.12776,73130.08199,7,645,0.04527723297852684,0.06419425139769352,0.0,5.133531410852713,5.585631e-05,0,0
4569,0,3910.571744,3377.139882,70611.44999,4,683,0.04782708586891037,0.05538155277301083,0.0,4.944567909224012,6.035012e-05,0,0
8381,1,4631.452768,7783.70838,97100.08256,6,633,0.08016170712512317,0.04769772224589137,0.00012847346678216637,12.296537725118483,6.637904e-05,0,0
2660,5,3211.503471,22922.66015,72288.72214,3,534,0.317098704630664,0.04442606503377319,0.0002181247711775721,42.926329868913854,0.99974984,1,1
3141,1,2887.052508,4832.915058,55729.34861,5,653,0.08672118333593419,0.0518048852177316,0.00020691445804425725,7.401095035222052,8.0393e-05,0,0
6455,0,4641.378942,4189.627329,78462.37872,7,549,0.05339663922184999,0.05915419616021553,0.0,7.631379469945355,6.747188e-05,0,0
4902,1,4380.389172,8596.160502,88048.62417,5,687,0.09762969703425407,0.04974966063686081,0.00011633100612387797,12.512606262008735,5.92734e-05,0,0
1090,0,2965.658923,541.9832492,54198.32492,3,639,0.01,0.05471864540790682,0.0,0.8481740989045384,0.00010157006,0,0
2026,5,2658.052094,12655.14651,53551.35549,8,717,0.23631794926952276,0.049635570746595865,0.00039509617656729914,17.650134602510462,0.6768793,1,1
4716,1,2466.6855,3994.767353,36529.62135,6,718,0.10935693295928456,0.06752562465310087,0.0002503274688196842,5.563742831476324,0.00011903652,0,0
5414,2,2391.604604,4226.474022,49928.51709,8,655,0.08465050172392373,0.04790057352772862,0.0004732076879189203,6.452632094656489,0.000117144096,0,0
5687,0,6587.394629,7259.483132,82031.74728,4,666,0.08849601980585779,0.08030299057894212,0.0,10.900124822822823,7.825477e-05,0,0
2134,1,2405.917889,4318.878655,44047.44769,6,625,0.09805059955790597,0.054621051052322615,0.00023154158286950061,6.910205848,9.1614565e-05,0,0
6822,1,4792.742043,10348.1601,81443.51458,6,635,0.1270593509300885,0.05884743638233103,9.663553620512694e-05,16.296315118110236,0.000103781844,0,0
832,5,4447.696698,24687.95971,84766.94545,3,617,0.2912451260209943,0.052469705902325865,0.00020252787426474622,40.01290066450567,0.9997886,1,1
3969,2,5858.043345,14738.52603,85694.62616,4,716,0.17198891798047844,0.06835951806432386,0.0001356987799138826,20.584533561452517,0.00033668065,0,0
4828,0,4216.198928,589.9643155,58996.43155,2,609,0.01,0.07146532115975071,0.0,0.9687427183908046,0.00023244646,0,0
8986,1,6013.575162,11440.23937,92867.3405,1,640,0.12318904911463464,0.06475446728228423,8.741075843415679e-05,17.875374015625,0.0027634087,0,0
5867,5,1445.572617,5461.697135,19098.78492,3,610,0.2859709221229348,0.0756892453135181,0.0009154663608054495,8.953601860655738,0.9994955,1,1
3238,0,4433.892062,5121.24953,60625.67951,6,723,0.08447327224027679,0.07313554417594023,0.0,7.083332683264177,6.141055e-05,0,0
8581,1,6697.997787,12543.05865,113231.0233,5,705,0.11077404658587062,0.059153380335122345,7.97253706535128e-05,17.79157255319149,8.561199e-05,0,0
8117,5,3181.023881,16575.63835,60930.56077,2,554,0.2720414540836008,0.0522073626239498,0.00030164750789220734,29.919924819494586,0.9997954,1,1
9492,0,5421.728343,642.3356106,64233.56106,4,692,0.01,0.08440647308866484,0.0,0.9282306511560694,7.3884774e-05,0,0
552,0,6655.690187,1111.666854,95756.59573,3,713,0.01160929798647511,0.06950633673075336,0.0,1.5591400476858346,0.00012875137,0,0
8578,0,2472.72656,2935.391201,49678.08507,5,625,0.05908825182902727,0.049774997496698,0.0,4.6966259216,5.997291e-05,0,0
1922,1,2856.880421,3508.888272,35554.7329,6,766,0.09868976605362151,0.08035162095114487,0.0002849905504201246,4.580794088772846,0.00012637596,0,0
2376,5,2579.381496,9253.918441,37319.70823,6,698,0.24796331160920226,0.06911580015854803,0.0005403116562868354,13.257762809455587,0.99310076,1,1
8267,5,5208.123622,18310.41416,67625.02268,3,623,0.27076388937634,0.0770147412244831,0.0002730686458705421,29.39071293739968,0.9997886,1,1
7571,2,5175.768155,14000.39006,90399.25344,7,672,0.1548728504632217,0.05725454534240454,0.00014285316276395232,20.833913779761904,6.5135224e-05,0,0
306,2,3736.312607,10222.41948,59826.47942,3,640,0.1708678093563808,0.06245248998808628,0.00019564839849440418,15.972530437500001,0.001602526,0,0
4536,1,3986.851857,5402.368899,85468.37924,5,572,0.0632089779523003,0.04664709793787825,0.00018510398284447106,9.444700872377622,8.862533e-05,0,0
823,0,3508.661245,5837.551942,65491.8055,5,575,0.08913408169820573,0.05357404973359606,0.0,10.152264246956522,6.979632e-05,0,0
8664,2,4656.944711,13392.95046,103638.5684,8,653,0.1292274745470143,0.04493447548432172,0.0001493322928337032,20.50987819295559,6.264654e-05,0,0
3619,5,3699.071466,20346.5005,69374.45433,6,581,0.29328519692876986,0.053320368451538064,0.0002457425049580394,35.01979432013769,0.9990677,1,1
6126,0,5020.895136,893.3542444,89335.42444,4,564,0.01,0.05620273444127603,0.0,1.5839614262411348,8.574745e-05,0,0
376,0,1798.781031,1125.853784,30965.75281,6,648,0.03635803046378448,0.05808936866598981,0.0,1.7374286790123454,8.2848215e-05,0,0
2388,0,4336.35848,6262.472652,67277.06575,4,737,0.09308480657095246,0.06445522603666763,0.0,8.497249188602442,6.816432e-05,0,0
9513,1,4297.81711,8121.783819,79090.31205,4,650,0.10268999588553275,0.05434062653948019,0.00012312566085058955,12.49505202923077,6.75284e-05,0,0
5476,0,3632.328416,2883.143424,64228.98294,5,609,0.04488851126123716,0.056552793610217485,0.0,4.734225655172414,5.997291e-05,0,0
2818,0,2083.316484,2930.745357,45038.88392,5,648,0.06507144720117211,0.0462559526941315,0.0,4.5227551805555555,5.4966273e-05,0,0
2861,1,4247.7829,6762.297979,80664.7366,6,559,0.08383214604087605,0.052659725662576574,0.00014787872452610832,12.097134130590339,7.255441e-05,0,0
960,0,3329.072964,4028.800665,50890.81629,2,679,0.07916557364774783,0.06541598674757669,0.0,5.933432496318115,0.00021470217,0,0
1356,0,1943.62123,1408.33966,31646.9585,2,642,0.0445015801439497,0.06141573541735456,0.0,2.193675482866044,0.00032712895,0,0
9717,0,4885.639944,6695.110912,84928.34714,3,626,0.0788324645122724,0.05752661047254663,0.0,10.695065354632588,0.00011707754,0,0
4917,0,5603.609052,2321.466736,76865.94996,3,574,0.030201496725247783,0.07290105768439786,0.0,4.044367135888502,0.00013292514,0,0
6648,0,3320.649792,5415.115409,61931.16045,4,696,0.08743765448044337,0.05361840094504478,0.0,7.780338231321839,6.035012e-05,0,0
9939,0,2549.720855,580.8411978,58084.11978,6,604,0.01,0.04389703872000383,0.0,0.9616576122516557,6.2831714e-05,0,0
4797,3,2962.449352,13193.97543,75331.06767,8,722,0.17514653433293095,0.03932573164869362,0.00022737650345920038,18.2742041966759,0.00018299665,0,0
2233,0,2869.587183,5336.227287,52424.20977,1,667,0.1017893700336458,0.05473782429129022,0.0,8.00034076011994,0.0012114173,0,0
6640,0,5765.937616,7681.526798,86535.09698,4,638,0.08876776089793202,0.0666312030289008,0.0,12.040010655172413,7.825477e-05,0,0
370,3,4149.558504,12611.42901,68989.27516,4,676,0.18280274695960436,0.06014787797634254,0.00023787946612720932,18.655960073964497,0.0033753081,0,0
9041,1,3259.580111,4812.82268,46487.26609,5,629,0.10352991442177538,0.07011769856909648,0.00020777827617783748,7.651546391096979,0.00010500976,0,0
4758,0,4295.195685,5662.690907,75557.13828,4,599,0.07494580969987473,0.05684698736316406,0.0,9.453574135225375,7.3679184e-05,0,0
6574,3,1629.960413,5889.843826,25711.76734,2,668,0.229071916687622,0.06339355795524246,0.0005093513662886721,8.817131476047905,0.9895635,1,1
5490,4,5552.339151,18749.47943,75733.99227,1,546,0.24757019758256035,0.07331369949712015,0.00021333925642755833,34.33970591575091,0.9997626,1,1
7617,1,2807.121689,4926.04218,50534.55652,4,717,0.09747868625403741,0.05554855691449531,0.00020300272784103525,6.870351715481172,8.875228e-05,0,0
5393,1,6463.780195,6438.339412,81089.11314,6,594,0.07939832072012226,0.07971205929753249,0.00015531955307235984,10.83895523905724,7.6922865e-05,0,0
9702,0,6001.644216,1775.810753,77526.99009,2,588,0.022905710010649012,0.07741361052496394,0.0,3.0200863146258503,0.00025557453,0,0
6583,1,3669.459578,8333.781239,88439.3178,7,655,0.0942316318839809,0.04149126959909679,0.00011999355050505184,12.723330135877863,5.0164435e-05,0,0
9221,4,6514.609309,22525.89794,94141.88014,3,565,0.2392760576536325,0.0691999065592488,0.00017757338733640735,39.86884591150442,0.99957126,1,1
6688,0,2451.032819,2132.945822,41640.64188,3,635,0.05122269315988748,0.05886155228018305,0.0,3.358969798425197,0.000110821165,0,0
498,1,4281.706874,8447.159474,79056.21389,6,734,0.10685003819881261,0.054160282453668114,0.00011838299052811276,11.508391653950953,5.8266538e-05,0,0
3716,1,3403.60452,5425.912571,55199.30776,5,650,0.09829675028881195,0.06166027542951201,0.00018430079491968285,8.34755780153846,8.1014674e-05,0,0
6582,1,2848.046243,5071.224728,55502.12971,5,628,0.09136991237088153,0.0513141794356561,0.00019719102458202084,8.075198611464968,9.614549e-05,0,0
2160,2,3354.24564,6911.704023,69654.71293,8,620,0.09922808855656282,0.04815532932238015,0.0002893642426447403,11.14790971451613,8.408042e-05,0,0
9518,5,4656.069799,17990.78435,70868.24171,5,596,0.25386243422858024,0.06570037137443183,0.00027792006744831,30.185879781879198,0.99972075,1,1
8400,3,2085.445688,10476.48381,59598.66131,8,694,0.1757838780221421,0.034991485415295474,0.00028635561839330517,15.095797997118154,0.00018406358,0,0
9062,0,5210.41275,1143.757814,114375.7814,5,559,0.01,0.0455552100822631,0.0,2.0460783792486583,8.861705e-05,0,0
9369,0,2869.026785,3728.586226,53297.90209,2,654,0.06995746698817203,0.05383001342445522,0.0,5.701202180428134,0.00022739888,0,0
1061,0,2368.416715,858.682577,85868.2577,5,561,0.01,0.027581981729204223,0.0,1.5306284795008913,7.628958e-05,0,0
9784,0,3866.094568,4862.110241,59540.46986,4,752,0.081660595766753,0.06493221462797506,0.0,6.465572128989362,6.452159e-05,0,0
4596,0,4682.83663,7339.060794,89767.62998,3,588,0.08175620538979501,0.05216620546897945,0.0,12.481395908163265,0.00011707754,0,0
6350,5,5462.749752,26764.32621,89125.57713,3,572,0.30029905075353536,0.06129272794533431,0.00018681583690053223,46.790780087412585,0.99979454,1,1
909,1,3981.806767,8752.408769,80851.39903,5,692,0.10825302807379263,0.04924845846541934,0.00011425426147163992,12.647989550578034,5.610578e-05,0,0
9357,1,7019.336502,9952.827512,110965.3861,5,713,0.08969308233678105,0.06325699165029985,0.00010047396067040371,13.959084869565217,6.9676746e-05,0,0
2736,0,5880.986766,901.2719585,90127.19585,6,723,0.01,0.0652520774726844,0.0,1.2465725567081605,7.299808e-05,0,0
9217,4,4219.017476,15564.18668,81624.12317,8,709,0.19068121133239244,0.05168836505861114,0.00025700025849342996,21.952308434414668,0.0016829715,0,0
5096,0,3969.480727,4531.439358,71785.02398,4,558,0.06312513539401342,0.055296780678180675,0.0,8.120859064516129,8.871598e-05,0,0
1529,0,5750.212983,6817.34879,121309.5288,4,606,0.05619796612382852,0.04740116493635247,0.0,11.249750478547854,8.1011276e-05,0,0
2763,0,6190.441749,10474.24196,95110.59131,4,587,0.11012697761346721,0.06508677597033435,0.0,17.84368306643952,0.00017624111,0,0
1716,5,5060.519731,19332.98036,67919.31128,2,519,0.28464629566544103,0.07450781869883533,0.0002586254114417359,37.25044385356455,0.99980587,1,1
4369,0,3486.671097,4584.840503,53897.66853,3,698,0.08506565549209295,0.0646905736759148,0.0,6.568539402578797,0.000101072575,0,0
229,5,6163.80366,22891.73376,74879.65589,3,587,0.305713661313141,0.0823161322890529,0.0002184194544817212,38.99784286201022,0.99979454,1,1
5427,0,3704.853452,4759.09711,54008.8615,4,675,0.08811696780536653,0.06859714034149747,0.0,7.050514237037037,6.360657e-05,0,0
871,2,4453.644438,9579.544147,90911.96141,6,651,0.10537165845314479,0.04898854197980283,0.00020877820168784696,14.715121577572965,7.3521966e-05,0,0
4330,3,3563.025198,11237.06842,66132.48333,6,592,0.16991753302121157,0.05387708155794729,0.0002669735457568746,18.98153449324324,0.0011996108,0,0
113,5,3772.763476,14149.06605,59584.26177,5,582,0.23746314260998186,0.06331812065681316,0.00035338021480223425,24.31111005154639,0.9987565,1,1
6590,0,4377.010944,571.1217051,57112.17051,6,731,0.009999999999999998,0.07663884781324518,0.0,0.7812882422708618,6.141055e-05,0,0
3137,0,2638.016607,3438.383675,50819.30534,5,602,0.0676590058048991,0.05190973369963817,0.0,5.711600789036545,5.997291e-05,0,0
2405,0,3595.47313,5376.366529,69205.6643,3,693,0.07768679895469191,0.051953451590522476,0.0,7.758104659451659,9.5898184e-05,0,0
7269,5,3420.400721,14235.46986,48437.82466,1,554,0.2938916014483133,0.07061425125939998,0.0003512353332326187,25.695793971119134,0.9997862,1,1
7467,0,5566.733851,2676.595649,70924.28087,1,636,0.037738777413986624,0.07848840739328035,0.0,4.208483724842767,0.0012739294,0,0
343,0,3420.828745,3552.974616,62838.86515,5,751,0.05654103726282842,0.05443810509362771,0.0,4.730991499334221,5.264329e-05,0,0
1169,3,5361.492572,18831.59691,95009.14891,6,650,0.19820824758506933,0.05643132933522875,0.00015930672339353933,28.971687553846156,0.0044563985,0,0
6166,1,4786.20119,10919.15309,98201.97843,6,577,0.11119076483559191,0.04873833772515778,9.158219431100586e-05,18.924008821490467,0.000103781844,0,0
1770,1,4569.383674,6765.449163,69650.82381,5,621,0.09713379961528412,0.06560415834369439,0.00014780984616202044,10.894443096618359,6.6777626e-05,0,0
9414,0,5039.020817,8949.138522,91290.67373,3,716,0.09802905550317051,0.05519754221448005,0.0,12.498796818435753,0.0001111042,0,0
3660,3,4778.558443,18356.24543,91934.21695,4,624,0.19966717549770785,0.05197801864782185,0.00016343211423274157,29.417059983974358,0.024262706,0,0
949,1,4714.157754,6423.22367,67377.06391,4,645,0.0953324959155229,0.0699668029508827,0.0001556850658448268,9.95848631007752,7.117215e-05,0,0
9625,0,7489.613849,6385.588784,95464.70799,2,654,0.06688952303367329,0.07845426866842292,0.0,9.763897223241589,0.00025002484,0,0
3683,0,3718.970555,3829.827393,54516.21737,5,656,0.07025115787119036,0.06821769254017486,0.0,5.838151513719512,5.7932222e-05,0,0
8576,0,3946.302296,3466.679611,89538.44859,6,677,0.03871721774937222,0.04407382926713718,0.0,5.12064935155096,5.8780253e-05,0,0
505,3,4201.989815,10714.60115,60911.00277,4,614,0.1759058406977528,0.06898572710856062,0.000279991756856017,17.450490472312705,0.008129252,0,0
8028,0,4692.5687,772.2522878,77225.22878,6,677,0.009999999999999998,0.060764710887011235,0.0,1.1406976186115214,6.0539645e-05,0,0
111,0,5227.304902,2691.896355,69170.02023,4,626,0.03891709654051087,0.07557182843981367,0.0,4.300153921725239,8.5382475e-05,0,0
